"Disease.primaryIdentifier","Disease.name","Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.genes.homologues.homologue.primaryIdentifier","Disease.genes.homologues.homologue.symbol"
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-060503-86",""
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-061026-4",""
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-061027-116",""
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-070822-8",""
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-130530-566",""
"OMIM:184500","STEATOCYSTOMA MULTIPLEX","3872","KRT17","ZDB-GENE-991008-6",""
"OMIM:184840","OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT","1302","COL11A2","MGI:88447","Col11a2"
"OMIM:184840","OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT","1302","COL11A2","RGD:2373","Col11a2"
"OMIM:184840","OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT","1302","COL11A2","ZDB-GENE-000208-23",""
"OMIM:184900","STIFF SKIN SYNDROME","2200","FBN1","MGI:95489","Fbn1"
"OMIM:184900","STIFF SKIN SYNDROME","2200","FBN1","RGD:620908","Fbn1"
"OMIM:184900","STIFF SKIN SYNDROME","2200","FBN1","ZDB-GENE-090112-3",""
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","FBgn0028699",""
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","MGI:1202713","Rhag"
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","RGD:61871","Rhag"
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","WBGene00004358",""
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","WBGene00004359",""
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","ZDB-GENE-030131-8229",""
"OMIM:185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","6005","RHAG","ZDB-GENE-051213-1",""
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","FBgn0036043",""
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","MGI:109393","Slc4a1"
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","RGD:3710","Slc4a1"
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","WBGene00019844",""
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","ZDB-GENE-010525-1",""
"OMIM:185020","CRYOHYDROCYTOSIS","6521","SLC4A1","ZDB-GENE-110215-2",""
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","FBgn0045073",""
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","MGI:107476","Stim1"
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","RGD:1306831","Stim1"
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","WBGene00021910",""
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","ZDB-GENE-060503-914",""
"OMIM:185070","STORMORKEN SYNDROME","6786","STIM1","ZDB-GENE-060531-4",""
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","FBgn0004435",""
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","FBgn0033756",""
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","FBgn0050054",""
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","MGI:95776","Gnaq"
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","RGD:620770","Gnaq"
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","S000000822",""
"OMIM:185300","STURGE-WEBER SYNDROME","2776","GNAQ","ZDB-GENE-081104-25",""
"OMIM:185500","SUPRAVALVULAR AORTIC STENOSIS","2006","ELN","MGI:95317","Eln"
"OMIM:185500","SUPRAVALVULAR AORTIC STENOSIS","2006","ELN","RGD:67394","Eln"
"OMIM:185500","SUPRAVALVULAR AORTIC STENOSIS","2006","ELN","ZDB-GENE-061212-2",""
"OMIM:185800","SYMPHALANGISM, PROXIMAL, 1A","9241","NOG","MGI:104327","Nog"
"OMIM:185800","SYMPHALANGISM, PROXIMAL, 1A","9241","NOG","ZDB-GENE-990714-8",""
"OMIM:185800","SYMPHALANGISM, PROXIMAL, 1A","9241","NOG","ZDB-GENE-991206-8",""
"OMIM:186000","SYNPOLYDACTYLY 1","3239","HOXD13","MGI:96205","Hoxd13"
"OMIM:186000","SYNPOLYDACTYLY 1","3239","HOXD13","RGD:1308417","Hoxd13"
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","MGI:95713","Gja1"
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","MGI:95717","Gja6"
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","RGD:2690","Gja1"
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","RGD:2693","Gja6"
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","ZDB-GENE-050616-10",""
"OMIM:186100","SYNDACTYLY, TYPE III","2697","GJA1","ZDB-GENE-991105-4",""
"OMIM:186200","SYNDACTYLY, TYPE IV","64327","LMBR1","FBgn0027539",""
"OMIM:186200","SYNDACTYLY, TYPE IV","64327","LMBR1","MGI:1861746","Lmbr1"
"OMIM:186200","SYNDACTYLY, TYPE IV","64327","LMBR1","RGD:1563910","Lmbr1"
"OMIM:186200","SYNDACTYLY, TYPE IV","64327","LMBR1","WBGene00019877",""
"OMIM:186200","SYNDACTYLY, TYPE IV","64327","LMBR1","ZDB-GENE-090128-4",""
"OMIM:186300","SYNDACTYLY, TYPE V","3239","HOXD13","MGI:96205","Hoxd13"
"OMIM:186300","SYNDACTYLY, TYPE V","3239","HOXD13","RGD:1308417","Hoxd13"
"OMIM:186500","MULTIPLE SYNOSTOSES SYNDROME 1","9241","NOG","MGI:104327","Nog"
"OMIM:186500","MULTIPLE SYNOSTOSES SYNDROME 1","9241","NOG","ZDB-GENE-990714-8",""
"OMIM:186500","MULTIPLE SYNOSTOSES SYNDROME 1","9241","NOG","ZDB-GENE-991206-8",""
"OMIM:186550","LIEBENBERG SYNDROME","5307","PITX1","FBgn0020912",""
"OMIM:186550","LIEBENBERG SYNDROME","5307","PITX1","MGI:107374","Pitx1"
"OMIM:186550","LIEBENBERG SYNDROME","5307","PITX1","RGD:69253","Pitx1"
"OMIM:186550","LIEBENBERG SYNDROME","5307","PITX1","WBGene00006766",""
"OMIM:186550","LIEBENBERG SYNDROME","5307","PITX1","ZDB-GENE-060421-3623",""
"OMIM:186570","TARSAL-CARPAL COALITION SYNDROME","9241","NOG","MGI:104327","Nog"
"OMIM:186570","TARSAL-CARPAL COALITION SYNDROME","9241","NOG","ZDB-GENE-990714-8",""
"OMIM:186570","TARSAL-CARPAL COALITION SYNDROME","9241","NOG","ZDB-GENE-991206-8",""
"OMIM:186580","BLAU SYNDROME","64127","NOD2","MGI:2429397","Nod2"
"OMIM:186580","BLAU SYNDROME","64127","NOD2","RGD:1306368","Nod2"
"OMIM:186580","BLAU SYNDROME","64127","NOD2","ZDB-GENE-061108-4",""
"OMIM:187300","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1","2022","ENG","MGI:95392","Eng"
"OMIM:187300","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1","2022","ENG","RGD:1593188","Eng"
"OMIM:187300","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1","2022","ENG","ZDB-GENE-170530-1",""
"OMIM:187500","TETRALOGY OF FALLOT","1482","NKX2-5","FBgn0004110",""
"OMIM:187500","TETRALOGY OF FALLOT","1482","NKX2-5","MGI:97350","Nkx2-5"
"OMIM:187500","TETRALOGY OF FALLOT","1482","NKX2-5","RGD:620520","Nkx2-5"
"OMIM:187500","TETRALOGY OF FALLOT","1482","NKX2-5","WBGene00000450",""
"OMIM:187500","TETRALOGY OF FALLOT","1482","NKX2-5","ZDB-GENE-990415-179",""
"OMIM:187500","TETRALOGY OF FALLOT","182","JAG1","MGI:1095416","Jag1"
"OMIM:187500","TETRALOGY OF FALLOT","182","JAG1","RGD:2937","Jag1"
"OMIM:187500","TETRALOGY OF FALLOT","182","JAG1","ZDB-GENE-011128-2",""
"OMIM:187500","TETRALOGY OF FALLOT","182","JAG1","ZDB-GENE-011128-4",""
"OMIM:187500","TETRALOGY OF FALLOT","23414","ZFPM2","FBgn0003963",""
"OMIM:187500","TETRALOGY OF FALLOT","23414","ZFPM2","MGI:1334444","Zfpm2"
"OMIM:187500","TETRALOGY OF FALLOT","23414","ZFPM2","RGD:1306021","Zfpm2"
"OMIM:187500","TETRALOGY OF FALLOT","23414","ZFPM2","ZDB-GENE-060130-4",""
"OMIM:187500","TETRALOGY OF FALLOT","23414","ZFPM2","ZDB-GENE-060130-5",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","FBgn0003117",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","FBgn0032223",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","MGI:95664","Gata4"
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","RGD:2665","Gata4"
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","S000000842",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","S000001873",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","S000003646",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","WBGene00001186",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","WBGene00001250",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","WBGene00001253",""
"OMIM:187500","TETRALOGY OF FALLOT","2626","GATA4","ZDB-GENE-980526-476",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","FBgn0003117",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","FBgn0032223",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","MGI:107516","Gata6"
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","RGD:2666","Gata6"
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","S000000842",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","S000001873",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","S000003646",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","WBGene00001186",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","WBGene00001250",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","WBGene00001253",""
"OMIM:187500","TETRALOGY OF FALLOT","2627","GATA6","ZDB-GENE-000622-1",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","FBgn0021767",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","FBgn0028789",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","FBgn0035954",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","FBgn0035956",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","MGI:98493","Tbx1"
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","RGD:1307734","Tbx1"
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00004750",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006544",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006545",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006546",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006547",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006549",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006550",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006551",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006552",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006553",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006554",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006555",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006556",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006557",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006558",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00006559",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00022695",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","WBGene00044798",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","ZDB-GENE-020416-5",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","ZDB-GENE-030603-1",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","ZDB-GENE-030805-5",""
"OMIM:187500","TETRALOGY OF FALLOT","6899","TBX1","ZDB-GENE-980526-171",""
"OMIM:187600","THANATOPHORIC DYSPLASIA, TYPE I","2261","FGFR3","MGI:95524","Fgfr3"
"OMIM:187600","THANATOPHORIC DYSPLASIA, TYPE I","2261","FGFR3","RGD:620714","Fgfr3"
"OMIM:187600","THANATOPHORIC DYSPLASIA, TYPE I","2261","FGFR3","ZDB-GENE-000816-1",""
"OMIM:187601","THANATOPHORIC DYSPLASIA, TYPE II","2261","FGFR3","MGI:95524","Fgfr3"
"OMIM:187601","THANATOPHORIC DYSPLASIA, TYPE II","2261","FGFR3","RGD:620714","Fgfr3"
"OMIM:187601","THANATOPHORIC DYSPLASIA, TYPE II","2261","FGFR3","ZDB-GENE-000816-1",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3674","ITGA2B","FBgn0001250",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3674","ITGA2B","MGI:96601","Itga2b"
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3674","ITGA2B","RGD:1596428","Itga2b"
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3674","ITGA2B","WBGene00003929",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3674","ITGA2B","ZDB-GENE-051031-1",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","FBgn0004657",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","FBgn0010395",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","MGI:96612","Itgb3"
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","RGD:628868","Itgb3"
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","WBGene00003930",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","ZDB-GENE-071207-1",""
"OMIM:187800","BLEEDING DISORDER, PLATELET-TYPE, 16","3690","ITGB3","ZDB-GENE-071207-2",""
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","FBgn0259789",""
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","MGI:1276578","Gfi1b"
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","RGD:1311727","Gfi1b"
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","S000002624",""
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","WBGene00009448",""
"OMIM:187900","BLEEDING DISORDER, PLATELET-TYPE, 17","8328","GFI1B","WBGene00013240",""
"OMIM:187950","THROMBOCYTHEMIA 1","10019","SH2B3","MGI:893598","Sh2b3"
"OMIM:187950","THROMBOCYTHEMIA 1","10019","SH2B3","ZDB-GENE-041210-359",""
"OMIM:187950","THROMBOCYTHEMIA 1","7066","THPO","MGI:101875","Thpo"
"OMIM:187950","THROMBOCYTHEMIA 1","7066","THPO","ZDB-GENE-110510-1",""
"OMIM:187950","THROMBOCYTHEMIA 1","811","CALR","FBgn0005585",""
"OMIM:187950","THROMBOCYTHEMIA 1","811","CALR","MGI:88252","Calr"
"OMIM:187950","THROMBOCYTHEMIA 1","811","CALR","RGD:620288","Calr"
"OMIM:187950","THROMBOCYTHEMIA 1","811","CALR","WBGene00000802",""
"OMIM:187950","THROMBOCYTHEMIA 1","811","CALR","ZDB-GENE-030131-4042",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2147","F2","MGI:88380","F2"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2147","F2","RGD:61996","F2"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2147","F2","WBGene00008879",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2147","F2","ZDB-GENE-030131-4606",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2162","F13A1","FBgn0031975",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2162","F13A1","MGI:1921395","F13a1"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2162","F13A1","RGD:621495","F13a1"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2162","F13A1","ZDB-GENE-030131-9634",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","2162","F13A1","ZDB-GENE-060929-1250",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","3026","HABP2","MGI:1196378","Habp2"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","3026","HABP2","RGD:1302979","Habp2"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","3026","HABP2","ZDB-GENE-030131-4721",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","FBgn0036157",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","MGI:106639","Mthfr"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","RGD:1309952","Mthfr"
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","S000003093",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","S000005944",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","WBGene00015512",""
"OMIM:188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","4524","MTHFR","ZDB-GENE-041111-215",""
"OMIM:188055","THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE","2153","F5","MGI:88382","F5"
"OMIM:188055","THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE","2153","F5","ZDB-GENE-030131-5531",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","FBgn0021767",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","FBgn0028789",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","FBgn0035954",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","FBgn0035956",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","MGI:98493","Tbx1"
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","RGD:1307734","Tbx1"
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00004750",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006544",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006545",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006546",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006547",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006549",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006550",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006551",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006552",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006553",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006554",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006555",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006556",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006557",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006558",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00006559",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00022695",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","WBGene00044798",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","ZDB-GENE-020416-5",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","ZDB-GENE-030603-1",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","ZDB-GENE-030805-5",""
"OMIM:188400","DIGEORGE SYNDROME","6899","TBX1","ZDB-GENE-980526-171",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","FBgn0003205",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","MGI:96224","Hras"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","RGD:2827","Hras"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","WBGene00002335",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","ZDB-GENE-050417-95",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","3265","HRAS","ZDB-GENE-050522-466",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","4893","NRAS","FBgn0003205",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","4893","NRAS","MGI:97376","Nras"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","4893","NRAS","RGD:3205","Nras"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","4893","NRAS","WBGene00002335",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","4893","NRAS","ZDB-GENE-990415-166",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","57522","SRGAP1","MGI:2152936","Srgap1"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","57522","SRGAP1","RGD:1566260","Srgap1"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","57522","SRGAP1","WBGene00006406",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","57522","SRGAP1","ZDB-GENE-041210-103",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","57522","SRGAP1","ZDB-GENE-050420-284",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","FBgn0026060",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","FBgn0026061",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","MGI:1336159","Minpp1"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","RGD:1564801","RGD1564801"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","RGD:3089","Minpp1"
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","ZDB-GENE-040426-888",""
"OMIM:188470","THYROID CANCER, NONMEDULLARY, 2","9562","MINPP1","ZDB-GENE-060929-1194",""
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","FBgn0287186",""
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","MGI:108067","Nkx2-1"
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","RGD:3866","Nkx2-1"
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","WBGene00000447",""
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","WBGene00000449",""
"OMIM:188550","THYROID CANCER, NONMEDULLARY, 1","7080","NKX2-1","ZDB-GENE-010404-1",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","FBgn0000568",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","MGI:98743","Thrb"
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","RGD:3858","Thrb"
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","WBGene00003601",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","WBGene00003606",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","WBGene00003675",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","WBGene00004786",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","WBGene00006790",""
"OMIM:188570","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT","7068","THRB","ZDB-GENE-990415-268",""
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","FBgn0001991",""
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","MGI:88294","Cacna1s"
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","RGD:70983","Cacna1s"
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","S000003449",""
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","WBGene00001187",""
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","ZDB-GENE-051227-1",""
"OMIM:188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","779","CACNA1S","ZDB-GENE-090514-1",""
"OMIM:188740","TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY","64327","LMBR1","FBgn0027539",""
"OMIM:188740","TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY","64327","LMBR1","MGI:1861746","Lmbr1"
"OMIM:188740","TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY","64327","LMBR1","RGD:1563910","Lmbr1"
"OMIM:188740","TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY","64327","LMBR1","WBGene00019877",""
"OMIM:188740","TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY","64327","LMBR1","ZDB-GENE-090128-4",""
