"Disease.genes.primaryIdentifier","Disease.genes.symbol","Disease.name","Disease.primaryIdentifier","Disease.genes.organism.name","Disease.dataSets.name"
"63982","ANO3","DYSTONIA 24","OMIM:615034","Homo sapiens","hpo-annotation"
"2774","GNAL","DYSTONIA 25","OMIM:615073","Homo sapiens","OMIM diseases"
"2774","GNAL","DYSTONIA 25","OMIM:615073","Homo sapiens","clinvar"
"2774","GNAL","DYSTONIA 25","OMIM:615073","Homo sapiens","hpo-annotation"
"79734","KCTD17","DYSTONIA 26, MYOCLONIC","OMIM:616398","Homo sapiens","OMIM diseases"
"79734","KCTD17","DYSTONIA 26, MYOCLONIC","OMIM:616398","Homo sapiens","clinvar"
"79734","KCTD17","DYSTONIA 26, MYOCLONIC","OMIM:616398","Homo sapiens","hpo-annotation"
"1293","COL6A3","DYSTONIA 27","OMIM:616411","Homo sapiens","OMIM diseases"
"1293","COL6A3","DYSTONIA 27","OMIM:616411","Homo sapiens","clinvar"
"1293","COL6A3","DYSTONIA 27","OMIM:616411","Homo sapiens","hpo-annotation"
"9757","KMT2B","DYSTONIA 28, CHILDHOOD-ONSET","OMIM:617284","Homo sapiens","OMIM diseases"
"9757","KMT2B","DYSTONIA 28, CHILDHOOD-ONSET","OMIM:617284","Homo sapiens","clinvar"
"9757","KMT2B","DYSTONIA 28, CHILDHOOD-ONSET","OMIM:617284","Homo sapiens","hpo-annotation"
"6872","TAF1","DYSTONIA 3, TORSION, X-LINKED","OMIM:314250","Homo sapiens","OMIM diseases"
"6872","TAF1","DYSTONIA 3, TORSION, X-LINKED","OMIM:314250","Homo sapiens","clinvar"
"6872","TAF1","DYSTONIA 3, TORSION, X-LINKED","OMIM:314250","Homo sapiens","hpo-annotation"
"64601","VPS16","DYSTONIA 30","OMIM:619291","Homo sapiens","OMIM diseases"
"64601","VPS16","DYSTONIA 30","OMIM:619291","Homo sapiens","clinvar"
"84909","AOPEP","DYSTONIA 31","OMIM:619565","Homo sapiens","OMIM diseases"
"84909","AOPEP","DYSTONIA 31","OMIM:619565","Homo sapiens","clinvar"
"55823","VPS11","DYSTONIA 32","OMIM:619637","Homo sapiens","OMIM diseases"
"55823","VPS11","DYSTONIA 32","OMIM:619637","Homo sapiens","clinvar"
"5610","EIF2AK2","DYSTONIA 33","OMIM:619687","Homo sapiens","OMIM diseases"
"5610","EIF2AK2","DYSTONIA 33","OMIM:619687","Homo sapiens","clinvar"
"3781","KCNN2","DYSTONIA 34, MYOCLONIC","OMIM:619724","Homo sapiens","OMIM diseases"
"3781","KCNN2","DYSTONIA 34, MYOCLONIC","OMIM:619724","Homo sapiens","clinvar"
"10382","TUBB4A","DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT","OMIM:128101","Homo sapiens","OMIM diseases"
"10382","TUBB4A","DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT","OMIM:128101","Homo sapiens","clinvar"
"10382","TUBB4A","DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT","OMIM:128101","Homo sapiens","hpo-annotation"
"55145","THAP1","DYSTONIA 6, TORSION","OMIM:602629","Homo sapiens","OMIM diseases"
"55145","THAP1","DYSTONIA 6, TORSION","OMIM:602629","Homo sapiens","clinvar"
"55145","THAP1","DYSTONIA 6, TORSION","OMIM:602629","Homo sapiens","hpo-annotation"
"6513","SLC2A1","DYSTONIA 9","OMIM:601042","Homo sapiens","OMIM diseases"
"6513","SLC2A1","DYSTONIA 9","OMIM:601042","Homo sapiens","clinvar"
"6513","SLC2A1","DYSTONIA 9","OMIM:601042","Homo sapiens","hpo-annotation"
"51102","MECR","DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES","OMIM:617282","Homo sapiens","OMIM diseases"
"51102","MECR","DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES","OMIM:617282","Homo sapiens","clinvar"
"51102","MECR","DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES","OMIM:617282","Homo sapiens","hpo-annotation"
"2643","GCH1","DYSTONIA, DOPA-RESPONSIVE","OMIM:128230","Homo sapiens","OMIM diseases"
"2643","GCH1","DYSTONIA, DOPA-RESPONSIVE","OMIM:128230","Homo sapiens","clinvar"
"2643","GCH1","DYSTONIA, DOPA-RESPONSIVE","OMIM:128230","Homo sapiens","hpo-annotation"
"6697","SPR","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","OMIM:612716","Homo sapiens","OMIM diseases"
"6697","SPR","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","OMIM:612716","Homo sapiens","clinvar"
"6697","SPR","DYSTONIA, DOPA-RESPONSIVE, DUE TO SEPIAPTERIN REDUCTASE DEFICIENCY","OMIM:612716","Homo sapiens","hpo-annotation"
"518","ATP5MC3","DYSTONIA, EARLY-ONSET, AND/OR SPASTIC PARAPLEGIA","OMIM:619681","Homo sapiens","OMIM diseases"
"518","ATP5MC3","DYSTONIA, EARLY-ONSET, AND/OR SPASTIC PARAPLEGIA","OMIM:619681","Homo sapiens","clinvar"
"60","ACTB","DYSTONIA, JUVENILE-ONSET","OMIM:607371","Homo sapiens","OMIM diseases"
"60","ACTB","DYSTONIA, JUVENILE-ONSET","OMIM:607371","Homo sapiens","clinvar"
"60","ACTB","DYSTONIA, JUVENILE-ONSET","OMIM:607371","Homo sapiens","hpo-annotation"
"1896","EDA","ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED","OMIM:305100","Homo sapiens","OMIM diseases"
"1896","EDA","ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED","OMIM:305100","Homo sapiens","clinvar"
"1896","EDA","ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED","OMIM:305100","Homo sapiens","hpo-annotation"
"10913","EDAR","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","OMIM diseases"
"10913","EDAR","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","clinvar"
"10913","EDAR","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","hpo-annotation"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","OMIM diseases"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","clinvar"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM:129490","Homo sapiens","hpo-annotation"
"10913","EDAR","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","OMIM diseases"
"10913","EDAR","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","clinvar"
"10913","EDAR","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","hpo-annotation"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","OMIM diseases"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","clinvar"
"128178","EDARADD","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:224900","Homo sapiens","hpo-annotation"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT","OMIM:614940","Homo sapiens","OMIM diseases"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT","OMIM:614940","Homo sapiens","clinvar"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT","OMIM:614940","Homo sapiens","hpo-annotation"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:614941","Homo sapiens","OMIM diseases"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:614941","Homo sapiens","clinvar"
"128178","EDARADD","ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","OMIM:614941","Homo sapiens","hpo-annotation"
"126695","KDF1","ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE","OMIM:617337","Homo sapiens","OMIM diseases"
"126695","KDF1","ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE","OMIM:617337","Homo sapiens","clinvar"
"126695","KDF1","ECTODERMAL DYSPLASIA 12, HYPOHIDROTIC/HAIR/TOOTH/NAIL TYPE","OMIM:617337","Homo sapiens","hpo-annotation"
"83999","KREMEN1","ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE","OMIM:617392","Homo sapiens","OMIM diseases"
"83999","KREMEN1","ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE","OMIM:617392","Homo sapiens","clinvar"
"83999","KREMEN1","ECTODERMAL DYSPLASIA 13, HAIR/TOOTH TYPE","OMIM:617392","Homo sapiens","hpo-annotation"
"54084","TSPEAR","ECTODERMAL DYSPLASIA 14, HAIR/TOOTH TYPE WITH OR WITHOUT HYPOHIDROSIS","OMIM:618180","Homo sapiens","OMIM diseases"
"54084","TSPEAR","ECTODERMAL DYSPLASIA 14, HAIR/TOOTH TYPE WITH OR WITHOUT HYPOHIDROSIS","OMIM:618180","Homo sapiens","clinvar"
"54084","TSPEAR","ECTODERMAL DYSPLASIA 14, HAIR/TOOTH TYPE WITH OR WITHOUT HYPOHIDROSIS","OMIM:618180","Homo sapiens","hpo-annotation"
"1474","CST6","ECTODERMAL DYSPLASIA 15, HYPOHIDROTIC/HAIR TYPE","OMIM:618535","Homo sapiens","OMIM diseases"
"1474","CST6","ECTODERMAL DYSPLASIA 15, HYPOHIDROTIC/HAIR TYPE","OMIM:618535","Homo sapiens","clinvar"
"1474","CST6","ECTODERMAL DYSPLASIA 15, HYPOHIDROTIC/HAIR TYPE","OMIM:618535","Homo sapiens","hpo-annotation"
"3891","KRT85","ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE","OMIM:602032","Homo sapiens","OMIM diseases"
"3891","KRT85","ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE","OMIM:602032","Homo sapiens","clinvar"
"3891","KRT85","ECTODERMAL DYSPLASIA 4, HAIR/NAIL TYPE","OMIM:602032","Homo sapiens","hpo-annotation"
"121391","KRT74","ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE","OMIM:614929","Homo sapiens","OMIM diseases"
"121391","KRT74","ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE","OMIM:614929","Homo sapiens","clinvar"
"121391","KRT74","ECTODERMAL DYSPLASIA 7, HAIR/NAIL TYPE","OMIM:614929","Homo sapiens","hpo-annotation"
"3229","HOXC13","ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE","OMIM:614931","Homo sapiens","OMIM diseases"
"3229","HOXC13","ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE","OMIM:614931","Homo sapiens","clinvar"
"3229","HOXC13","ECTODERMAL DYSPLASIA 9, HAIR/NAIL TYPE","OMIM:614931","Homo sapiens","hpo-annotation"
"8517","IKBKG","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 1","OMIM:300291","Homo sapiens","OMIM diseases"
"8517","IKBKG","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 1","OMIM:300291","Homo sapiens","clinvar"
"8517","IKBKG","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 1","OMIM:300291","Homo sapiens","hpo-annotation"
"4792","NFKBIA","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 2","OMIM:612132","Homo sapiens","OMIM diseases"
"4792","NFKBIA","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 2","OMIM:612132","Homo sapiens","clinvar"
"4792","NFKBIA","ECTODERMAL DYSPLASIA AND IMMUNODEFICIENCY 2","OMIM:612132","Homo sapiens","hpo-annotation"
"387","RHOA","ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES","OMIM:618727","Homo sapiens","OMIM diseases"
"387","RHOA","ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES","OMIM:618727","Homo sapiens","clinvar"
"387","RHOA","ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES","OMIM:618727","Homo sapiens","hpo-annotation"
"1001","CDH3","ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME","OMIM:225280","Homo sapiens","OMIM diseases"
"1001","CDH3","ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME","OMIM:225280","Homo sapiens","clinvar"
"1001","CDH3","ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME","OMIM:225280","Homo sapiens","hpo-annotation"
"81607","NECTIN4","ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1","OMIM:613573","Homo sapiens","OMIM diseases"
"81607","NECTIN4","ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1","OMIM:613573","Homo sapiens","clinvar"
"81607","NECTIN4","ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1","OMIM:613573","Homo sapiens","hpo-annotation"
"79977","GRHL2","ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME","OMIM:616029","Homo sapiens","OMIM diseases"
"79977","GRHL2","ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME","OMIM:616029","Homo sapiens","clinvar"
"79977","GRHL2","ECTODERMAL DYSPLASIA/SHORT STATURE SYNDROME","OMIM:616029","Homo sapiens","hpo-annotation"
"5317","PKP1","ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME","OMIM:604536","Homo sapiens","OMIM diseases"
"5317","PKP1","ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME","OMIM:604536","Homo sapiens","clinvar"
"5317","PKP1","ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME","OMIM:604536","Homo sapiens","hpo-annotation"
"2200","FBN1","ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT","OMIM:129600","Homo sapiens","OMIM diseases"
"2200","FBN1","ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT","OMIM:129600","Homo sapiens","clinvar"
"2200","FBN1","ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT","OMIM:129600","Homo sapiens","hpo-annotation"
"54507","ADAMTSL4","ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE","OMIM:225100","Homo sapiens","OMIM diseases"
"54507","ADAMTSL4","ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE","OMIM:225100","Homo sapiens","clinvar"
"54507","ADAMTSL4","ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE","OMIM:225100","Homo sapiens","hpo-annotation"
"54507","ADAMTSL4","ECTOPIA LENTIS ET PUPILLAE","OMIM:225200","Homo sapiens","OMIM diseases"
"54507","ADAMTSL4","ECTOPIA LENTIS ET PUPILLAE","OMIM:225200","Homo sapiens","clinvar"
"54507","ADAMTSL4","ECTOPIA LENTIS ET PUPILLAE","OMIM:225200","Homo sapiens","hpo-annotation"
"8626","TP63","ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3","OMIM:604292","Homo sapiens","OMIM diseases"
"8626","TP63","ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3","OMIM:604292","Homo sapiens","clinvar"
"8626","TP63","ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3","OMIM:604292","Homo sapiens","hpo-annotation"
"727","C5","ECULIZUMAB, POOR RESPONSE TO","OMIM:615749","Homo sapiens","OMIM diseases"
"727","C5","ECULIZUMAB, POOR RESPONSE TO","OMIM:615749","Homo sapiens","clinvar"
"727","C5","ECULIZUMAB, POOR RESPONSE TO","OMIM:615749","Homo sapiens","hpo-annotation"
"406960","MIR184","EDICT SYNDROME","OMIM:614303","Homo sapiens","OMIM diseases"
"406960","MIR184","EDICT SYNDROME","OMIM:614303","Homo sapiens","clinvar"
"406960","MIR184","EDICT SYNDROME","OMIM:614303","Homo sapiens","hpo-annotation"
"1555","CYP2B6","EFAVIRENZ, POOR METABOLISM OF","OMIM:614546","Homo sapiens","OMIM diseases"
"1555","CYP2B6","EFAVIRENZ, POOR METABOLISM OF","OMIM:614546","Homo sapiens","clinvar"
"1277","COL1A1","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","OMIM:130060","Homo sapiens","OMIM diseases"
"1277","COL1A1","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","OMIM:130060","Homo sapiens","clinvar"
"1277","COL1A1","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","OMIM:130060","Homo sapiens","hpo-annotation"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2","OMIM:617821","Homo sapiens","OMIM diseases"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2","OMIM:617821","Homo sapiens","clinvar"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 2","OMIM:617821","Homo sapiens","hpo-annotation"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, CARDIAC VALVULAR TYPE","OMIM:225320","Homo sapiens","OMIM diseases"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, CARDIAC VALVULAR TYPE","OMIM:225320","Homo sapiens","clinvar"
"1278","COL1A2","EHLERS-DANLOS SYNDROME, CARDIAC VALVULAR TYPE","OMIM:225320","Homo sapiens","hpo-annotation"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","OMIM:130000","Homo sapiens","OMIM diseases"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","OMIM:130000","Homo sapiens","clinvar"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","OMIM:130000","Homo sapiens","hpo-annotation"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","OMIM diseases"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","clinvar"
"1289","COL5A1","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","hpo-annotation"
"1290","COL5A2","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","OMIM diseases"
"1290","COL5A2","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","clinvar"
"1290","COL5A2","EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM:130010","Homo sapiens","hpo-annotation"
"7148","TNXB","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE","OMIM:606408","Homo sapiens","OMIM diseases"
"7148","TNXB","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE","OMIM:606408","Homo sapiens","clinvar"
"7148","TNXB","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE","OMIM:606408","Homo sapiens","hpo-annotation"
"165","AEBP1","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","OMIM:618000","Homo sapiens","OMIM diseases"
"165","AEBP1","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","OMIM:618000","Homo sapiens","clinvar"
"165","AEBP1","EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 2","OMIM:618000","Homo sapiens","hpo-annotation"
"9509","ADAMTS2","EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","OMIM:225410","Homo sapiens","OMIM diseases"
"9509","ADAMTS2","EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","OMIM:225410","Homo sapiens","clinvar"
"9509","ADAMTS2","EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE","OMIM:225410","Homo sapiens","hpo-annotation"
"5351","PLOD1","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1","OMIM:225400","Homo sapiens","OMIM diseases"
"5351","PLOD1","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1","OMIM:225400","Homo sapiens","clinvar"
"5351","PLOD1","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 1","OMIM:225400","Homo sapiens","hpo-annotation"
"55033","FKBP14","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2","OMIM:614557","Homo sapiens","OMIM diseases"
"55033","FKBP14","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2","OMIM:614557","Homo sapiens","clinvar"
"55033","FKBP14","EHLERS-DANLOS SYNDROME, KYPHOSCOLIOTIC TYPE, 2","OMIM:614557","Homo sapiens","hpo-annotation"
"113189","CHST14","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","OMIM:601776","Homo sapiens","OMIM diseases"
"113189","CHST14","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","OMIM:601776","Homo sapiens","clinvar"
"113189","CHST14","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 1","OMIM:601776","Homo sapiens","hpo-annotation"
"29940","DSE","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2","OMIM:615539","Homo sapiens","OMIM diseases"
"29940","DSE","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2","OMIM:615539","Homo sapiens","clinvar"
"29940","DSE","EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE, 2","OMIM:615539","Homo sapiens","hpo-annotation"
"715","C1R","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","OMIM:130080","Homo sapiens","OMIM diseases"
"715","C1R","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","OMIM:130080","Homo sapiens","clinvar"
"715","C1R","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","OMIM:130080","Homo sapiens","hpo-annotation"
"716","C1S","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","OMIM:617174","Homo sapiens","OMIM diseases"
"716","C1S","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","OMIM:617174","Homo sapiens","clinvar"
"716","C1S","EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2","OMIM:617174","Homo sapiens","hpo-annotation"
"11285","B4GALT7","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1","OMIM:130070","Homo sapiens","OMIM diseases"
"11285","B4GALT7","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1","OMIM:130070","Homo sapiens","hpo-annotation"
"126792","B3GALT6","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2","OMIM:615349","Homo sapiens","OMIM diseases"
"126792","B3GALT6","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2","OMIM:615349","Homo sapiens","clinvar"
"126792","B3GALT6","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 2","OMIM:615349","Homo sapiens","hpo-annotation"
"91252","SLC39A13","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3","OMIM:612350","Homo sapiens","OMIM diseases"
"91252","SLC39A13","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3","OMIM:612350","Homo sapiens","clinvar"
"91252","SLC39A13","EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 3","OMIM:612350","Homo sapiens","hpo-annotation"
"1281","COL3A1","EHLERS-DANLOS SYNDROME, VASCULAR TYPE","OMIM:130050","Homo sapiens","OMIM diseases"
"1281","COL3A1","EHLERS-DANLOS SYNDROME, VASCULAR TYPE","OMIM:130050","Homo sapiens","clinvar"
"1281","COL3A1","EHLERS-DANLOS SYNDROME, VASCULAR TYPE","OMIM:130050","Homo sapiens","hpo-annotation"
"5745","PTH1R","EIKEN SYNDROME","OMIM:600002","Homo sapiens","OMIM diseases"
"5745","PTH1R","EIKEN SYNDROME","OMIM:600002","Homo sapiens","clinvar"
"5745","PTH1R","EIKEN SYNDROME","OMIM:600002","Homo sapiens","hpo-annotation"
"2035","EPB41","ELLIPTOCYTOSIS 1","OMIM:611804","Homo sapiens","OMIM diseases"
"2035","EPB41","ELLIPTOCYTOSIS 1","OMIM:611804","Homo sapiens","clinvar"
"2035","EPB41","ELLIPTOCYTOSIS 1","OMIM:611804","Homo sapiens","hpo-annotation"
"6708","SPTA1","ELLIPTOCYTOSIS 2","OMIM:130600","Homo sapiens","OMIM diseases"
"6708","SPTA1","ELLIPTOCYTOSIS 2","OMIM:130600","Homo sapiens","clinvar"
"6708","SPTA1","ELLIPTOCYTOSIS 2","OMIM:130600","Homo sapiens","hpo-annotation"
"6710","SPTB","ELLIPTOCYTOSIS 3","OMIM:617948","Homo sapiens","OMIM diseases"
"6710","SPTB","ELLIPTOCYTOSIS 3","OMIM:617948","Homo sapiens","clinvar"
"6710","SPTB","ELLIPTOCYTOSIS 3","OMIM:617948","Homo sapiens","hpo-annotation"
"132884","EVC2","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","OMIM diseases"
"132884","EVC2","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","clinvar"
"132884","EVC2","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","hpo-annotation"
"2121","EVC","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","OMIM diseases"
"2121","EVC","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","clinvar"
"2121","EVC","ELLIS-VAN CREVELD SYNDROME","OMIM:225500","Homo sapiens","hpo-annotation"
"1009","CDH11","ELSAHY-WATERS SYNDROME","OMIM:211380","Homo sapiens","OMIM diseases"
