NCBI GeneID,Protein Accession,Protein_length
39238,NP_788495.1,385
39285,NP_476719.2,75
39542,NP_524063.1,641
39542,NP_729940.1,555
39542,NP_729941.1,555
39557,NP_001189101.1,804
39557,NP_001189102.1,804
39557,NP_001189103.1,836
39557,NP_001189104.1,836
39557,NP_001261822.1,804
39557,NP_648687.1,804
39557,NP_729951.1,804
39557,NP_729952.1,804
39641,NP_001246763.1,363
39641,NP_524078.2,378
39647,NP_001189108.1,1065
39647,NP_001261869.1,960
39647,NP_648749.3,1059
39673,NP_524083.2,90
39722,NP_001014585.1,564
39722,NP_001246776.1,792
39722,NP_648805.2,791
39722,NP_730074.2,564
39733,NP_524097.2,500
39733,NP_730083.2,583
39746,NP_524099.2,1092
39750,NP_001261913.1,1115
39750,NP_648826.2,1226
39826,NP_001014586.1,279
39826,NP_001014587.1,415
39826,NP_001261945.1,271
39826,NP_001261946.1,274
39826,NP_524106.3,418
39826,NP_788514.1,282
40044,NP_649059.1,330
40141,NP_001189131.1,218
40141,NP_524163.1,218
40327,NP_001036618.1,1210
40327,NP_001163487.1,1220
40327,NP_730594.1,1325
40327,NP_996129.1,1313
40398,NP_001262177.1,459
40398,NP_001262178.1,471
40398,NP_001262179.1,467
40398,NP_001262180.1,465
40398,NP_649336.1,465
40398,NP_730664.1,461
40521,NP_001097669.2,539
40521,NP_001246895.1,371
40521,NP_001246896.1,371
40521,NP_001262234.1,499
40521,NP_001303394.1,539
40521,NP_536742.3,384
40553,NP_649461.2,1390
40616,NP_001246921.1,550
40616,NP_001246922.1,550
40616,NP_001246923.1,550
40616,NP_001287166.1,550
40616,NP_524231.2,550
40700,NP_649573.2,1357
40700,NP_996156.1,1357
40737,NP_001287189.1,154
40737,NP_001287190.1,174
40737,NP_524241.1,154
40918,NP_649734.2,391
40918,NP_731174.1,391
40918,NP_731175.2,391
40989,NP_649790.1,174
41042,NP_649825.1,418
41118,NP_001262411.1,871
41118,NP_001262412.1,872
41118,NP_001368998.1,421
41118,NP_524288.3,1325
41118,NP_731341.1,804
41118,NP_731342.1,475
41118,NP_731343.1,393
41138,NP_001247004.1,214
41138,NP_649899.1,632
41260,NP_001262460.1,4976
41260,NP_001262461.1,4852
41260,NP_001262462.1,4875
41260,NP_001262463.1,4865
41260,NP_649995.2,4876
41289,NP_650014.2,960
41289,NP_731502.2,947
41289,NP_731503.2,959
41289,NP_996193.1,699
41341,NP_001303431.1,172
41341,NP_650048.1,172
41426,NP_001163591.1,416
41426,NP_650116.2,422
41426,NP_731632.1,426
41426,NP_996196.1,233
41648,NP_001189216.1,136
41648,NP_001189217.1,136
41648,NP_650285.1,136
41743,NP_001247100.1,691
41743,NP_650354.1,691
41743,NP_731900.1,691
41798,NP_001097795.1,900
41798,NP_001287330.1,900
41843,NP_001262587.1,475
41843,NP_731993.1,475
41843,NP_731994.1,467
41945,NP_001189231.1,731
41945,NP_001189232.1,731
41945,NP_650516.2,746
41965,NP_001303440.1,150
41965,NP_001303441.1,150
41965,NP_524377.1,150
41968,NP_536744.2,146
41995,NP_001262638.1,583
41995,NP_650545.2,569
41995,NP_732141.2,569
42114,NP_524388.1,163
42150,NP_001014630.3,1931
42150,NP_001247160.1,2792
42150,NP_001247161.2,1955
42150,NP_001247162.2,1631
42150,NP_001247163.1,2798
42150,NP_001247164.2,1621
42150,NP_001247166.2,1955
42150,NP_001247167.2,1941
42150,NP_001247168.1,2798
42150,NP_001247169.2,2595
42150,NP_001247170.2,1965
42150,NP_001247171.2,1655
42150,NP_001247172.2,1399
42150,NP_001262687.1,1358
42199,NP_477356.1,111
42267,NP_001097833.1,406
42267,NP_001262718.1,668
42267,NP_001262719.1,668
42267,NP_650761.2,668
42267,NP_732384.1,668
42267,NP_732385.1,406
42267,NP_732386.1,406
42380,NP_001262750.1,462
42380,NP_524409.2,462
42425,NP_524414.2,408
42509,NP_001247227.1,367
42509,NP_650948.2,896
42523,NP_001287439.1,471
42523,NP_650960.2,471
42523,NP_996255.1,461
42544,NP_476873.2,339
42649,NP_524450.2,557
42649,NP_732748.1,557
42707,NP_524454.2,545
42944,NP_001287510.1,1464
42944,NP_476879.1,1464
42944,NP_733035.1,1464
42954,NP_651288.1,1654
43105,NP_001097926.1,1029
43105,NP_001097927.1,380
43105,NP_001097928.1,1064
43105,NP_001097929.1,861
43105,NP_001097930.1,1063
43105,NP_001262970.1,862
43105,NP_001262971.1,834
43105,NP_733118.3,1028
43105,NP_788742.1,826
43228,NP_651508.1,599
43228,NP_733171.1,599
43235,NP_001262999.1,419
43235,NP_524522.2,419
43331,NP_001263027.1,761
43331,NP_001263028.1,806
43331,NP_524534.1,761
43331,NP_733229.2,782
43393,NP_001247352.1,350
43393,NP_001263042.1,357
43393,NP_524544.1,357
43442,NP_001163768.1,852
43442,NP_001163769.1,852
43442,NP_651672.1,855
43442,NP_733270.1,855
43442,NP_733271.1,833
43442,NP_733272.1,833
43442,NP_733273.1,850
43442,NP_733274.1,836
43442,NP_733275.1,836
43442,NP_733276.3,836
43490,NP_001287587.1,326
43490,NP_477381.1,326
43512,NP_651725.1,335
43583,NP_001263101.1,772
43583,NP_651772.1,774
43633,NP_001097982.1,526
43633,NP_001163775.1,372
43633,NP_001163776.1,439
43633,NP_001163777.1,409
43633,NP_001189319.1,424
43633,NP_001189320.1,439
43633,NP_001247371.1,449
43633,NP_001247372.1,567
43633,NP_001247373.1,424
43633,NP_001263111.1,438
43633,NP_001263112.1,454
43633,NP_001369033.1,526
43633,NP_477031.1,367
43633,NP_477032.1,403
43633,NP_733382.1,439
43633,NP_733383.1,439
43633,NP_733384.1,439
43633,NP_733385.1,409
43736,NP_524611.1,462
43736,NP_733449.1,462
43736,NP_996315.1,462
43736,NP_996316.1,462
43768,NP_001245404.1,268
43768,NP_524618.1,268
43768,NP_726518.1,218
43872,NP_001163760.1,2174
43872,NP_001163761.1,2841
43872,NP_788751.2,2776
43872,NP_788752.2,2898
43892,NP_001097516.3,2646
43892,NP_001097517.1,2657
43892,NP_001097518.2,2081
43892,NP_001097519.2,2072
43892,NP_001261446.1,2734
43892,NP_001261447.1,1270
43892,NP_001261448.1,2091
43892,NP_001286947.1,2476
43892,NP_001334674.1,2088
43892,NP_001334675.1,2676
43892,NP_001401030.1,1270
43892,NP_524647.2,2052
43892,NP_729084.1,2072
43892,NP_996000.1,2061
43981,NP_001162814.1,378
43981,NP_001162815.1,378
43981,NP_001162816.1,309
43981,NP_001162817.1,378
43981,NP_524668.2,395
43981,NP_728449.1,410
43981,NP_728450.1,409
43981,NP_728451.2,394
44000,NP_001284936.1,1831
44000,NP_651962.2,1831
44117,NP_001285923.1,666
44117,NP_524698.1,666
44233,NP_001138077.1,552
44233,NP_001138078.1,552
44233,NP_001138079.1,552
44233,NP_001287395.1,552
44233,NP_001303449.2,707
44233,NP_001303450.1,552
44233,NP_477308.1,552
44233,NP_732352.1,552
44235,NP_001163665.1,1125
44235,NP_001262765.1,1207
44235,NP_001262766.1,1119
44235,NP_001262767.1,1125
44235,NP_001262768.1,1122
44235,NP_524724.2,1133
44263,NP_524729.2,1343
44483,NP_651982.1,902
44703,NP_001163186.1,127
44703,NP_001246402.1,127
44703,NP_001246403.1,127
44703,NP_001286564.1,127
44703,NP_524778.1,127
44703,NP_725756.1,127
44703,NP_725757.1,127
44703,NP_725758.1,127
44851,NP_001188733.1,989
44851,NP_001285759.1,832
44851,NP_001285760.1,989
44851,NP_524789.2,805
44851,NP_723416.1,989
44887,NP_609813.1,565
44887,NP_724016.1,565
44887,NP_724017.1,565
44887,NP_995724.2,565
44915,NP_652001.2,533
45325,NP_524815.1,858
45374,NP_001261203.1,1674
45374,NP_001356971.1,1682
45374,NP_524822.1,1674
45374,NP_728518.1,1674
45374,NP_728519.1,1338
45894,NP_524850.2,1061
45961,NP_001246817.1,693
45961,NP_524858.1,716
45961,NP_730290.3,109
45961,NP_996118.1,693
46006,NP_001188530.1,2301
46006,NP_001188531.1,2301
46006,NP_001245484.1,2342
46006,NP_001245485.1,2342
46006,NP_001284798.1,2306
46006,NP_524864.2,2301
46015,NP_001162868.1,963
46015,NP_001162869.1,1508
46015,NP_001260019.1,1533
46015,NP_001260020.1,963
46015,NP_001303307.1,1536
46015,NP_001303308.1,991
46015,NP_524866.4,902
46015,NP_722967.2,1508
46015,NP_722968.1,903
46015,NP_722969.1,377
46080,NP_652037.1,100
46187,NP_647971.3,247
46456,NP_001246192.1,170
46456,NP_524874.2,170
47998,NP_524907.2,690
47998,NP_731828.1,690
47998,NP_731829.1,690
47998,NP_731830.2,690
48531,NP_524921.1,302
50070,NP_001247280.1,4010
50070,NP_001262903.1,3636
50070,NP_001262904.1,4000
50070,NP_001287500.1,3623
50070,NP_788733.1,4001
50070,NP_788734.1,4001
53554,NP_001247400.1,470
53554,NP_524988.1,470
53577,NP_001261350.1,242
53577,NP_525002.1,242
53577,NP_728793.1,242
117346,NP_724329.1,372
117346,NP_724330.1,381
117346,NP_724331.1,381
117346,NP_724332.1,371
19893551,YP_009047274.1,446
246538,NP_001033952.1,784
246538,NP_001137680.1,785
246538,NP_001261024.1,824
246538,NP_001261025.1,784
248194,NP_001262845.1,285
248194,NP_732780.1,285
250735,NP_001286350.1,660
250735,NP_001286351.1,672
250735,NP_001356962.1,664
250735,NP_725178.2,673
250735,NP_725179.1,660
251414,NP_001261478.1,367
251414,NP_648049.1,367
251984,NP_611385.1,474
26067068,NP_001162940.3,746
26067068,NP_001260354.1,626
26067068,NP_524723.2,626
26067068,NP_723597.1,626
2768685,NP_001036754.1,1918
2768685,NP_001036755.2,1918
2768685,NP_001247288.1,1896
2768685,NP_001247289.1,1965
2768685,NP_651273.2,1943
2768920,NP_001246044.1,241
2768920,NP_001260507.1,241
2768920,NP_995722.1,241
31009,NP_001284750.1,115
31009,NP_476629.1,115
31009,NP_726686.1,115
31009,NP_726687.1,115
31009,NP_726688.1,115
31052,NP_569880.1,575
31144,NP_569952.2,478
31153,NP_569958.2,986
31229,NP_001096868.3,1105
31229,NP_001188540.1,998
31229,NP_001188541.1,998
31229,NP_726811.1,998
31229,NP_726812.1,547
31448,NP_001096883.3,941
31448,NP_001096884.1,941
31448,NP_511047.2,941
31448,NP_996353.1,941
31474,NP_001245533.1,153
31474,NP_511049.1,147
31550,NP_001096889.1,3205
31550,NP_001245544.1,3180
31550,NP_001245545.1,3200
31550,NP_001259267.1,3218
31550,NP_572296.2,3188
31601,NP_001245551.1,231
31601,NP_001245552.1,241
31601,NP_001245553.1,241
31601,NP_572336.2,231
32047,NP_001285108.1,413
32047,NP_572686.1,413
32165,NP_572775.1,303
32165,NP_727586.1,303
32165,NP_727587.1,303
32165,NP_727588.2,319
32222,NP_001259490.1,436
32222,NP_511141.2,436
32222,NP_727633.2,436
32245,NP_001096965.1,356
32245,NP_001245646.1,356
32245,NP_001245647.1,353
32245,NP_001245648.1,356
32245,NP_001245649.2,353
32245,NP_001259497.1,356
32245,NP_001259498.1,356
32245,NP_001285173.1,353
32245,NP_001401058.1,371
32245,NP_001401059.1,371
32245,NP_572842.1,356
32554,NP_996469.1,496
32595,NP_523366.2,227
326255,NP_001163710.1,248
326255,NP_001189274.1,186
326255,NP_001189275.1,242
326255,NP_788729.1,223
32630,NP_001097002.1,1929
32630,NP_001138206.1,1883
32630,NP_573136.3,1883
32789,NP_001245729.1,126
32789,NP_523396.1,255
32946,NP_001162797.1,833
32946,NP_001162798.1,893
32946,NP_001285444.1,819
32946,NP_523409.1,819
32946,NP_728264.1,926
32946,NP_728265.1,852
32987,NP_523415.1,921
33072,NP_608417.2,1254
33117,NP_001245791.1,669
33117,NP_001245792.1,669
33117,NP_001245793.1,669
33117,NP_001245794.1,669
33117,NP_001245795.1,669
33117,NP_001245796.1,681
33117,NP_523433.2,681
33117,NP_728422.1,669
33117,NP_728423.1,681
33117,NP_728424.1,669
33117,NP_728425.1,356
33117,NP_996526.1,669
33117,NP_996527.1,669
33117,NP_996528.1,669
33201,NP_001259814.1,264
33201,NP_477208.1,264
33373,NP_722744.1,424
33373,NP_722745.1,431
33450,NP_523458.3,379
3346237,NP_001014557.3,625
3346237,NP_001163344.1,564
3346237,NP_001261407.1,554
33467,NP_001259963.1,238
33467,NP_608710.1,238
3355144,NP_001036440.1,70
3355144,NP_001260700.1,70
33648,NP_608833.1,491
33839,NP_001260120.1,670
33839,NP_608978.2,672
33881,NP_001137797.1,1569
33881,NP_001137798.1,1422
33881,NP_001260126.1,1569
33881,NP_609012.2,1573
33883,NP_001260128.1,679
33883,NP_001260129.1,679
33883,NP_477158.1,679
33883,NP_723173.1,550
33941,NP_001137802.1,1060
33941,NP_001137803.1,651
33941,NP_001260148.1,651
33941,NP_523495.2,1060
33941,NP_723203.1,419
33941,NP_723204.1,419
33941,NP_723205.1,419
33967,NP_001260168.1,257
33967,NP_723226.1,258
34038,NP_001033881.1,511
34038,NP_001188710.1,511
34038,NP_001188711.1,578
34038,NP_001188712.1,459
34038,NP_001188713.1,455
34038,NP_001260211.1,1280
34038,NP_001260212.1,1347
34038,NP_477349.1,515
34038,NP_609131.2,1191
34038,NP_723292.1,638
34038,NP_723293.1,515
34162,NP_523512.2,234
34189,NP_001260258.1,630
34189,NP_477195.1,630
34225,NP_001260276.1,444
34225,NP_001285771.1,444
34225,NP_523517.1,444
34225,NP_723438.1,444
34264,NP_001245953.1,443
34264,NP_001285781.1,443
34264,NP_523524.2,443
34286,NP_476982.1,395
34358,NP_001188769.1,1287
34358,NP_001188770.1,1287
34358,NP_001188771.1,1287
34358,NP_001285795.1,1283
34358,NP_001285796.1,1283
34358,NP_001285797.1,1283
34358,NP_609357.2,1287
34426,NP_001188780.1,199
34872,NP_001036362.1,474
34872,NP_001036363.1,474
34872,NP_001036364.2,474
34872,NP_609733.1,474
34872,NP_723890.2,330
34930,NP_609767.2,699
34956,NP_001285976.1,631
34956,NP_476605.1,631
34964,NP_609788.1,570
34974,NP_001260499.1,1695
34974,NP_001369130.1,576
34974,NP_523583.2,1711
34974,NP_723965.1,1695
34978,NP_477258.1,439
34979,NP_001246042.1,368
34979,NP_001246043.1,368
34979,NP_477257.2,440
35098,NP_001260537.1,114
35098,NP_001286042.1,114
35098,NP_523595.1,114
35098,NP_724109.1,114
35098,NP_724110.1,114
35104,NP_001260539.1,2381
35104,NP_001260540.1,2381
35104,NP_609881.3,2381
35135,NP_001246081.1,990
35135,NP_001260543.1,990
35135,NP_001260544.1,633
35135,NP_001260545.2,1064
35135,NP_724130.4,1108
35176,NP_001260557.1,494
35176,NP_477300.1,494
35200,NP_001188844.1,910
35200,NP_476946.1,915
35221,NP_609966.1,256
35402,NP_001163032.1,1119
35402,NP_001163033.1,1119
35402,NP_001163034.1,1119
35402,NP_001163035.1,1119
35402,NP_001163036.1,1119
35402,NP_001163037.1,1119
35402,NP_001163038.1,1119
35402,NP_001163039.1,1119
35402,NP_610105.2,1119
35402,NP_724326.1,1119
35402,NP_724327.1,925
35408,NP_001260675.1,313
35408,NP_610108.1,311
35408,NP_724339.1,311
35408,NP_724340.1,311
35494,NP_001137606.1,784
35494,NP_001260709.1,784
35494,NP_610170.2,784
35494,NP_724412.1,784
35494,NP_724413.2,749
35501,NP_001260712.1,844
35501,NP_610176.1,844
35560,NP_610216.1,1688
35563,NP_001260727.1,192
35563,NP_610218.1,192
35588,NP_001097202.2,1006
35588,NP_001260736.1,935
35588,NP_001260737.2,947
35588,NP_724498.1,861
35701,NP_477473.1,433
35759,NP_001163080.1,407
35759,NP_477444.1,407
36110,NP_610591.1,235
36337,NP_001246278.1,1741
36337,NP_610761.2,1983
36337,NP_725133.1,1740
36405,NP_001188916.1,278
36405,NP_477432.3,378
36405,NP_725226.2,278
36405,NP_725227.2,338
36424,NP_001260932.1,322
36424,NP_610826.1,384
36447,NP_001260936.1,212
36447,NP_001260937.1,212
36447,NP_001260938.1,212
36447,NP_001260939.1,212
36447,NP_001260940.1,212
36447,NP_523727.2,212
36574,NP_610938.1,549
36601,NP_610960.1,504
36653,NP_610995.1,1179
36664,NP_611002.3,501
36760,NP_001137674.2,1112
36760,NP_001286470.1,1096
36760,NP_523755.2,1112
36760,NP_725514.2,1095
36806,NP_001188960.1,840
36806,NP_477116.1,665
36951,NP_477202.2,244
36951,NP_725669.1,244
36990,NP_523776.1,838
37066,NP_001163430.1,1091
37066,NP_611293.3,1093
37099,NP_611318.2,117
37143,NP_001286578.1,393
37143,NP_611352.1,393
37198,NP_523790.1,972
37203,NP_001286604.1,968
37203,NP_001286605.1,1205
37203,NP_001286606.1,934
37203,NP_611399.2,947
37203,NP_725863.1,1218
37292,NP_476964.1,152
37292,NP_725943.1,152
37336,NP_001286639.1,137
37336,NP_611500.1,132
37378,NP_476691.1,264
37480,NP_001286694.1,111
37480,NP_001286695.1,111
37480,NP_726106.1,111
37480,NP_726107.1,111
37549,NP_001286713.1,1044
37549,NP_001286714.1,1051
37549,NP_477049.2,1076
37549,NP_726190.1,1051
37549,NP_726191.1,1051
37549,NP_726192.1,1051
3771916,NP_001027106.1,460
3771916,NP_728923.2,451
3772101,NP_725536.1,717
3772396,NP_001027415.1,882
3772396,NP_001286379.1,873
37744,NP_001261156.1,187
37744,NP_523827.1,187
37754,NP_523829.2,510
37774,NP_523831.1,284
37822,NP_001286801.1,669
37822,NP_476894.1,669
37822,NP_599117.1,669
37858,NP_523837.2,1637
37947,NP_001246498.1,495
37947,NP_523851.1,495
37947,NP_726472.1,495
38045,NP_001261195.1,926
38045,NP_612021.1,926
38098,NP_001261226.1,436
38098,NP_001286892.1,233
38098,NP_523877.1,436
38433,NP_001036581.1,509
38433,NP_001036582.1,501
38433,NP_001036583.1,522
38433,NP_001036584.1,522
38433,NP_001036585.1,522
38433,NP_001036586.1,509
38433,NP_001163340.1,522
38433,NP_001189042.1,509
38433,NP_001261373.1,538
38433,NP_523904.1,522
38433,NP_728888.1,522
38433,NP_728889.1,509
38433,NP_728890.1,509
38433,NP_728891.1,509
38492,NP_523915.1,331
38534,NP_001097501.1,665
38534,NP_001246616.1,644
38534,NP_001246617.1,623
38534,NP_001246618.1,628
38534,NP_001246619.1,612
38534,NP_001246620.1,612
38534,NP_001246621.1,646
38534,NP_001246622.1,624
38534,NP_001261412.1,602
38534,NP_001261413.1,611
38534,NP_647893.2,631
38616,NP_647962.1,859
38631,NP_001286943.1,543
38631,NP_647975.2,543
38638,NP_001261442.1,1216
38638,NP_001261443.1,1216
38638,NP_001261444.1,1203
38638,NP_001261445.1,1203
38638,NP_001286945.1,1203
38638,NP_647982.1,1203
38644,NP_523937.2,1556
38644,NP_729087.1,1556
38644,NP_996001.2,1538
38769,NP_001163356.1,1008
38769,NP_001163357.1,787
38769,NP_001163358.1,1023
38769,NP_001163359.1,813
38769,NP_001163360.1,257
38769,NP_001163361.1,579
38769,NP_001163362.2,1013
38769,NP_001163363.1,971
38769,NP_001163364.1,1017
38769,NP_001246651.1,1039
38769,NP_001246652.1,229
38769,NP_001286960.1,804
38769,NP_001286961.1,1022
38769,NP_001286962.1,973
38769,NP_788471.1,778
38769,NP_788472.2,792
38785,NP_001014572.1,988
38785,NP_001261495.1,992
38785,NP_523953.2,994
38818,NP_648110.2,682
38818,NP_729244.2,682
38818,NP_729246.2,707
38824,NP_001163371.1,943
38824,NP_001261512.1,910
38824,NP_001261513.1,927
38824,NP_523959.2,944
38824,NP_996009.2,910
38905,NP_648178.1,1051
39108,NP_001287008.1,195
39108,NP_524004.2,195
39108,NP_729506.1,195
39108,NP_729507.1,137
39109,NP_524005.2,407
39122,NP_001246699.1,3533
39122,NP_001246700.1,3490
39122,NP_001246701.1,3544
39122,NP_001261637.1,3474
39122,NP_001261638.1,3538
39122,NP_001261639.1,3495
39122,NP_729519.2,3527
39122,NP_729520.1,3479
39136,NP_648348.1,565
39297,NP_524025.2,886
39389,NP_524035.2,483
39399,NP_001137936.1,693
39399,NP_001137937.1,693
39399,NP_001137938.2,398
39399,NP_001137939.2,398
39399,NP_001246731.2,693
39399,NP_001246732.1,382
39399,NP_001246733.2,476
39399,NP_001287043.1,693
39399,NP_648561.2,755
39399,NP_996065.2,755
39409,NP_001261755.1,644
39409,NP_648571.1,579
39410,NP_001261756.1,1191
39410,NP_001261757.1,1191
39410,NP_001261758.1,1207
39410,NP_001261759.1,1191
39410,NP_648572.1,1171
39410,NP_996066.1,1171
39527,NP_001189090.1,396
39527,NP_001189091.1,382
39527,NP_001189092.1,408
39527,NP_001189093.1,337
39527,NP_001189094.1,390
39527,NP_001189095.1,416
39527,NP_001189096.1,384
39527,NP_001189097.1,49
39527,NP_001189098.1,331
39527,NP_001189099.1,345
39527,NP_001189100.1,370
39527,NP_001261807.1,403
39527,NP_001261808.1,403
39527,NP_001369049.1,408
39527,NP_001369050.1,552
39527,NP_001369051.1,435
39527,NP_524059.4,363
39527,NP_729923.1,422
39594,NP_001014584.1,468
39594,NP_524070.2,470
39594,NP_729983.1,1058
39619,NP_524073.2,158
39899,NP_001097629.1,1105
39899,NP_001401039.1,1010
39899,NP_730223.1,1008
39899,NP_730224.1,1008
39899,NP_730225.1,1008
39899,NP_730226.3,1105
39899,NP_788518.1,1017
39899,NP_788519.1,1008
39899,NP_788520.2,1017
39976,NP_524130.1,553
39976,NP_996119.1,553
39984,NP_524131.1,686
40003,NP_524135.3,846
40160,NP_524167.1,543
40374,NP_524202.1,508
40588,NP_001246914.1,774
40588,NP_001262260.1,763
40588,NP_524227.1,763
40610,NP_001246916.1,151
40610,NP_524230.2,151
40701,NP_649574.1,268
40849,NP_001303418.1,495
40849,NP_477122.1,495
40849,NP_731134.1,495
40905,NP_001246965.1,543
40905,NP_524265.3,542
40931,NP_001287214.1,969
40931,NP_731193.1,986
40931,NP_731194.1,986
40931,NP_996181.1,986
41007,NP_524279.2,390
41022,NP_477224.1,405
41022,NP_599138.3,405
41096,NP_001163565.1,851
41096,NP_001262405.1,861
41096,NP_649868.1,1342
41144,NP_001163569.1,720
41144,NP_001163570.1,720
41144,NP_649901.1,720
41151,NP_001262421.1,340
41151,NP_649907.1,226
41151,NP_731370.1,339
41182,NP_001097726.1,442
41182,NP_001247011.1,520
41182,NP_001303501.1,393
41269,NP_524303.2,899
41286,NP_001097741.1,555
41286,NP_524304.2,504
41431,NP_001401043.1,586
41431,NP_650120.1,586
41431,NP_731639.1,586
41431,NP_731640.1,179
41498,NP_731688.2,1169
41656,NP_001138044.1,932
41656,NP_001138045.1,786
41656,NP_001138046.1,919
41656,NP_650291.1,972
41756,NP_001262565.1,422
41756,NP_650366.1,422
42029,NP_001189236.1,544
42029,NP_001189237.1,544
42029,NP_650572.2,544
42029,NP_732167.1,544
42109,NP_524387.1,234
42236,NP_650735.3,1857
42289,NP_001247191.1,942
42289,NP_524401.2,1213
42294,NP_650783.2,536
42491,NP_001247222.1,559
42491,NP_001247223.1,559
42491,NP_001247224.1,559
42491,NP_524426.2,559
42642,NP_001163686.1,437
42642,NP_651049.3,437
42642,NP_732744.1,437
42689,NP_477371.1,902
42734,NP_651126.3,806
42802,NP_651177.1,382
42802,NP_732899.1,382
42805,NP_524464.1,428
42822,NP_524467.1,106
42848,NP_001262897.1,470
42848,NP_001262898.1,470
42848,NP_732942.1,464
42848,NP_732943.1,464
42848,NP_732944.2,470
42848,NP_732945.1,470
42900,NP_001262910.1,982
42900,NP_651246.2,982
42927,NP_651268.1,1729
42927,NP_733008.2,1729
43023,NP_001262948.1,781
43023,NP_001262949.1,678
43023,NP_651346.1,678
43080,NP_001287527.1,1046
43080,NP_001287528.1,1046
43080,NP_651398.1,1311
43080,NP_733107.1,1311
43155,NP_524508.1,218
43236,NP_001263000.1,484
43236,NP_524523.2,464
43341,NP_524536.2,397
43349,NP_524538.2,401
43438,NP_651669.1,503
43449,NP_001263057.1,1029
43449,NP_001263058.1,1020
43449,NP_651677.2,1020
43528,NP_001189311.1,1706
43528,NP_733314.1,1706
43560,NP_001263094.1,152
43560,NP_524557.1,152
