NCBI_GeneID,Symbol,Description,Gene_Type,Transcripts,Transcript_Accession,Nomenclature ID,Nomenclature ID2,Chromosomes,Transcript_Genomic_Accession,Transcript_Genomic_Start,Transcript_Genomic_Stop,Orientation,Proteins,Protein_Accession,Synonyms
LOC31965,CG17841,uncharacterized protein,PROTEIN_CODING,2.0,NM_132394.4,FBgn0028480,Dmel_CG17841,X,NC_004354.4,10368052,10384183,plus,2.0,NP_572622.1,"anon-EST:Liang-2.12,BcDNA:GH12326,clone 2.12,Dmel\CG17841"
LOC31966,CG2898,uncharacterized protein,PROTEIN_CODING,1.0,NM_132395.2,FBgn0030195,Dmel_CG2898,X,NC_004354.4,10375374,10376628,plus,1.0,NP_572623.1,Dmel\CG2898
LOC31967,Psf3,Partner of Sld Five 3,PROTEIN_CODING,3.0,NM_001298154.1,FBgn0030196,Dmel_CG2222,X,NC_004354.4,10383353,10385861,minus,3.0,NP_001285083.1,"CG2222,Dmel\CG2222,PSF3"
LOC31970,CG32683,uncharacterized protein,PROTEIN_CODING,2.0,NM_167230.2,FBgn0052683,Dmel_CG32683,X,NC_004354.4,10410391,10454895,minus,2.0,NP_727419.1,"CG15303,CG2881,CG2883,Dmel\CG32683"
LOC31971,RabX2,RabX2,PROTEIN_CODING,1.0,NM_132399.3,FBgn0030200,Dmel_CG2885,X,NC_004354.4,10417429,10418219,plus,1.0,NP_572627.1,"CG2885,Dmel\CG2885,DmRabX2"
LOC31973,CG12640,uncharacterized protein,PROTEIN_CODING,1.0,NM_132401.1,FBgn0030202,Dmel_CG12640,X,NC_004354.4,10432465,10432812,minus,1.0,NP_572629.1,Dmel\CG12640
LOC31975,Or9a,Odorant receptor 9a,PROTEIN_CODING,1.0,NM_078552.3,FBgn0030204,Dmel_CG15302,X,NC_004354.4,10458186,10459676,minus,1.0,NP_511107.1,"9a,9E.1,CG15302,Dmel\CG15302,DmOr9a,DOR95,or9a,OR9a"
LOC31976,nocte,no circadian temperature entrainment,PROTEIN_CODING,4.0,NM_167231.5,FBgn0261710,Dmel_CG17255,X,NC_004354.4,10461865,10474675,minus,4.0,NP_727425.3,"CG17255,Dmel\CG17255"
LOC31977,CG2889,uncharacterized protein,PROTEIN_CODING,2.0,NM_132404.2,FBgn0030206,Dmel_CG2889,X,NC_004354.4,10473938,10477201,plus,2.0,NP_572632.1,Dmel\CG2889
LOC31978,CG2887,uncharacterized protein,PROTEIN_CODING,1.0,NM_132405.3,FBgn0030207,Dmel_CG2887,X,NC_004354.4,10477260,10478493,minus,1.0,NP_572633.1,Dmel\CG2887
LOC31979,PPP4R2r,Protein phosphatase 4 regulatory subunit 2-related protein,PROTEIN_CODING,4.0,NM_167232.2,FBgn0030208,Dmel_CG2890,X,NC_004354.4,10478838,10481943,plus,4.0,NP_727427.1,"BcDNA:LD29930,CG2890,Dmel\CG2890,PP4R,PP4r2,PP4R2,PP4R2r,Ppp4R2,PPP4R2,R2"
LOC31980,CG32687,uncharacterized protein,PROTEIN_CODING,2.0,NM_001272483.1,FBgn0052687,Dmel_CG32687,X,NC_004354.4,10482028,10487205,minus,2.0,NP_001259412.1,"BcDNA:RH29237,CG2143,CG2892,Cg32687,CT6984,CT7080,Dmel\CG32687"
LOC31986,CG15296,uncharacterized protein,PROTEIN_CODING,2.0,NM_132408.3,FBgn0030215,Dmel_CG15296,X,NC_004354.4,10565842,10566591,minus,2.0,NP_572636.1,"BcDNA:AT26906,Dmel\CG15296"
LOC31987,spri,sprint,PROTEIN_CODING,13.0,NM_001272489.1,FBgn0085443,Dmel_CG34414,X,NC_004354.4,10490069,10585422,minus,13.0,NP_001259418.1,"anon-WO03040301.275,CG12638,CG15297,CG15298,CG15299,CG15300,CG15301,CG32674,CG32680,CG33175,CG34414,Dmel\CG34414,Rin1,Spri"
LOC31988,Hmr,Hybrid male rescue,PROTEIN_CODING,1.0,NM_132409.3,FBgn0001206,Dmel_CG1619,X,NC_004354.4,10590920,10595855,minus,1.0,NP_572637.2,"BcDNA:LD22117,CG1619,Dmel\CG1619,hmr,HMR,Hmr-mel,Hmr[[mel]]"
LOC31989,CG2124,uncharacterized protein,PROTEIN_CODING,1.0,NM_132410.3,FBgn0030217,Dmel_CG2124,X,NC_004354.4,10596122,10599169,plus,1.0,NP_572638.1,Dmel\CG2124
LOC31990,CG1628,uncharacterized protein,PROTEIN_CODING,2.0,NM_132411.3,FBgn0030218,Dmel_CG1628,X,NC_004354.4,10598146,10602714,minus,2.0,NP_572639.2,Dmel\CG1628
LOC31991,CG43347,uncharacterized protein,PROTEIN_CODING,3.0,NM_001144713.3,FBgn0263072,Dmel_CG43347,X,NC_004354.4,10602641,10620190,minus,3.0,NP_001138185.2,"BcDNA:RH11383,CG15295,CG9817,Dmel\CG43347"
LOC31993,Rab9Db,Rab at 9Db,PROTEIN_CODING,1.0,NM_132414.2,FBgn0030221,Dmel_CG9807,X,NC_004354.4,10622355,10623225,minus,1.0,NP_572642.1,"CG9807,Dmel\CG9807"
LOC31994,CG9806,uncharacterized protein,PROTEIN_CODING,1.0,NM_132415.2,FBgn0030222,Dmel_CG9806,X,NC_004354.4,10623725,10627112,minus,1.0,NP_572643.1,Dmel\CG9806
LOC31995,CG2111,uncharacterized protein,PROTEIN_CODING,1.0,NM_132416.2,FBgn0030223,Dmel_CG2111,X,NC_004354.4,10657680,10660671,plus,1.0,NP_572644.1,"Dmel\CG2111,pepCG2111"
LOC31996,CG12637,uncharacterized protein,PROTEIN_CODING,1.0,NM_132417.2,FBgn0030224,Dmel_CG12637,X,NC_004354.4,10672433,10673466,minus,1.0,NP_572645.1,Dmel\CG12637
LOC31997,X11Lbeta,X11Lbeta,PROTEIN_CODING,3.0,NM_167239.4,FBgn0052677,Dmel_CG32677,X,NC_004354.4,10627737,10710947,plus,3.0,NP_727440.3,"CG1852,CG1861,CG32677,Dmel\CG32677,Dmint2,X11B,X11LB,x11Lbeta,X11lbeta"
LOC32000,BTBD9,BTB (POZ) domain containing 9,PROTEIN_CODING,2.0,NM_001272502.1,FBgn0030228,Dmel_CG1826,X,NC_004354.4,10768537,10772154,plus,2.0,NP_001259431.1,"CG1826,dBTBD9,Dmel\CG1826"
LOC32001,Atg8a,Autophagy-related 8a,PROTEIN_CODING,3.0,NM_167245.3,FBgn0052672,Dmel_CG32672,X,NC_004354.4,10764878,10768338,minus,3.0,NP_727447.1,"agt8a,Atg-8a,atg8,Atg8,ATG8,Atg8/LC3,ATG8/LC3,atg8a,atg8A,Atg8A,ATG8a,ATG8A,Atg8alpha,BcDNA:LD05816,CG1534,CG32672,dAtg8,dAtg8a,DmAtg8a,Dmel\CG32672,DrAtg8a,LC3,LC3/Atg8"
LOC32002,Rph,Rabphilin,PROTEIN_CODING,4.0,NM_132423.2,FBgn0030230,Dmel_CG11556,X,NC_004354.4,10749077,10757666,minus,4.0,NP_572651.1,"CG11556,Dmel\CG11556,rph,Rph3A"
LOC32005,stx,stuxnet,PROTEIN_CODING,2.0,NM_001272497.2,FBgn0052676,Dmel_CG32676,X,NC_004354.4,10711163,10744943,minus,2.0,NP_001259426.1,"CG32676,CG9725,CG9732,Dmel\CG32676"
LOC32006,CG15211,uncharacterized protein,PROTEIN_CODING,5.0,NM_132425.5,FBgn0030234,Dmel_CG15211,X,NC_004354.4,10772541,10778981,plus,5.0,NP_572653.1,Dmel\CG15211
LOC32007,sesB,stress-sensitive B,PROTEIN_CODING,5.0,NM_167247.2,FBgn0003360,Dmel_CG16944,X,NC_004354.4,10780893,10786958,minus,5.0,NP_727449.1,"A/A-T,A/A-T/sesB,ADP/ATP translocase,ADT2,anon-WO02059370.55,ANT,ANT1,CG16944,dANT,Dmel\CG16944,dSLC25A4,EM12,Hmr,jive,l(1)9Ed,l(1)9Fa,l(1)DC701,l(1)EM31,l(1)G0126,l(1)G0247,l(1)G0386,l(1)S12,orangi,S12,ses B,sesb,SesB,SESB"
LOC32008,Ant2,Adenine nucleotide translocase 2,PROTEIN_CODING,3.0,NM_078555.4,FBgn0025111,Dmel_CG1683,X,NC_004354.4,10778954,10786907,minus,3.0,NP_511110.1,"ANT2,CG1683,Dmel\CG1683,l(1)G0126,l(1)G0247,l(1)G0386"
LOC32009,Imp,IGF-II mRNA-binding protein,PROTEIN_CODING,12.0,NM_001258687.3,FBgn0285926,Dmel_CG1691,X,NC_004354.4,10787869,10824277,minus,12.0,NP_001245616.1,"anon-EST:fe2B3,anon-WO0140519.39,cg1691,CG1691,dIMP,Dmel\CG1691,FGC026A04,IGF-II,IGF2BP1,imp,IMP,IMP-1,l(1)G0072,mre11,MRE11,ORE-9"
LOC32011,CG15209,uncharacterized protein,PROTEIN_CODING,1.0,NM_132426.3,FBgn0030237,Dmel_CG15209,X,NC_004354.4,10842205,10842995,plus,1.0,NP_572654.1,"anon-EST:Posey262,BcDNA:SD22308,Dmel\CG15209"
LOC32013,Pgls,6-phosphogluconolactonase,PROTEIN_CODING,1.0,NM_132428.3,FBgn0030239,Dmel_CG17333,X,NC_004354.4,10847438,10848534,plus,1.0,NP_572656.1,"6PGL,CG17333,Dmel\CG17333,PGLS"
LOC32014,CG2202,uncharacterized protein,PROTEIN_CODING,1.0,NM_132429.4,FBgn0030240,Dmel_CG2202,X,NC_004354.4,10848757,10852327,plus,1.0,NP_572657.2,Dmel\CG2202
LOC32015,feo,fascetto,PROTEIN_CODING,1.0,NM_132430.3,FBgn0030241,Dmel_CG11207,X,NC_004354.4,10852446,10854869,minus,1.0,NP_572658.2,"CG11207,Dmel\CG11207,EA86,Feo,l(1)9Fe,l(1)BP1,PRC1,Q54"
LOC32016,sofe,sister of feo,PROTEIN_CODING,2.0,NM_001298163.1,FBgn0030242,Dmel_CG1655,X,NC_004354.4,10855000,10857413,minus,2.0,NP_001285092.1,"CG1655,Dmel\CG1655"
LOC32017,CG2186,uncharacterized protein,PROTEIN_CODING,3.0,NM_001382048.1,FBgn0030243,Dmel_CG2186,X,NC_004354.4,10857655,10866246,plus,3.0,NP_001368978.1,Dmel\CG2186
LOC32018,CG2157,uncharacterized protein,PROTEIN_CODING,2.0,NM_001298164.1,FBgn0030244,Dmel_CG2157,X,NC_004354.4,10869284,10870705,plus,2.0,NP_001285093.1,Dmel\CG2157
LOC32019,CG1637,uncharacterized protein,PROTEIN_CODING,5.0,NM_001298166.1,FBgn0030245,Dmel_CG1637,X,NC_004354.4,10870594,10877893,minus,5.0,NP_001285095.1,Dmel\CG1637
LOC32020,Ork1,Open rectifier K[+] channel 1,PROTEIN_CODING,4.0,NM_001298168.1,FBgn0017561,Dmel_CG1615,X,NC_004354.4,10878054,10891250,minus,4.0,NP_001285097.1,"anon-WO0161006.1,anon-WO0161006.22,anon-WO0161006.23,CG1615,d-ORK1,Dmel\CG1615,dOrk,dORK,DorK,dOrk1,dORK1,dORKC1,KCNK0,K[[2P]],ork,Ork,ORK,ORK-1,ork1,ORK1"
LOC32021,CG1582,uncharacterized protein,PROTEIN_CODING,2.0,NM_001298169.1,FBgn0030246,Dmel_CG1582,X,NC_004354.4,10894747,10899302,minus,2.0,NP_001285098.1,"cg1582,DHX57,Dmel\CG1582"
LOC32022,CG15208,uncharacterized protein,PROTEIN_CODING,3.0,NM_001298170.1,FBgn0030247,Dmel_CG15208,X,NC_004354.4,10899965,10901811,plus,3.0,NP_001285099.1,"anon-WO0140519.64,Dmel\CG15208,lincRNA.977"
LOC32024,CG43901,uncharacterized protein,PROTEIN_CODING,3.0,NM_001103478.2,FBgn0264502,Dmel_CG43901,X,NC_004354.4,10905767,10923436,plus,3.0,NP_001096948.2,"CG11203,CG15207,Dmel\CG43901"
LOC32026,v,vermilion,PROTEIN_CODING,1.0,NM_078558.3,FBgn0003965,Dmel_CG2155,X,NC_004354.4,10923972,10925631,plus,1.0,NP_511113.1,"152559_at,CG2155,Crk,Dmel\CG2155,DmTDO,dYARS,Lhr,mle,NP_511113,PDFR,TDO,ver,Ver,vm"
LOC32027,CG2145,uncharacterized protein,PROTEIN_CODING,2.0,NM_132440.2,FBgn0030251,Dmel_CG2145,X,NC_004354.4,10927399,10929712,plus,2.0,NP_572668.1,"Dmel\CG2145,Dmel_CG2145"
LOC32028,Myo10A,Myosin 10A,PROTEIN_CODING,4.0,NM_001042804.3,FBgn0263705,Dmel_CG43657,X,NC_004354.4,10930840,10964046,plus,4.0,NP_001036269.2,"10A,AAF47980,CG16922,CG2136,CG2174,CG43657,Dmel\CG43657,DmXV,myo10A,Myo20,Syph"
LOC32029,Rab9Fb,Rab at 9Fb,PROTEIN_CODING,1.0,NM_167261.3,FBgn0052670,Dmel_CG32670,X,NC_004354.4,10951609,10952486,minus,1.0,NP_727472.1,"CG2532,CG32670,Dmel\CG32670,DmRabX3,RabX3"
LOC32032,C901,C901,PROTEIN_CODING,1.0,NM_132445.3,FBgn0021742,Dmel_CG1567,X,NC_004354.4,10964032,10967134,minus,1.0,NP_572673.1,"10,anon-10Ab,c901,cDNA 901,CG1567,CT4052,Dmel\CG1567"
LOC32033,CG42339,uncharacterized protein,PROTEIN_CODING,2.0,NM_132446.4,FBgn0259241,Dmel_CG42339,X,NC_004354.4,10967722,11039901,minus,2.0,NP_572674.3,"CG12626,CG15204,Dmel\CG42339"
LOC32034,SmydA-4,"SET and MYND domain containing, arthropod-specific, member 4",PROTEIN_CODING,3.0,NM_132447.3,FBgn0030257,Dmel_CG11160,X,NC_004354.4,11044756,11049540,plus,3.0,NP_572675.1,"CG11160,Dmel\CG11160"
LOC32035,CG1552,uncharacterized protein,PROTEIN_CODING,3.0,NM_001298175.1,FBgn0030258,Dmel_CG1552,X,NC_004354.4,11052171,11053556,minus,3.0,NP_001285104.1,"anon-EST:Posey230,Dmel\CG1552"
LOC32036,CG1545,uncharacterized protein,PROTEIN_CODING,1.0,NM_132449.2,FBgn0030259,Dmel_CG1545,X,NC_004354.4,11057545,11059619,minus,1.0,NP_572677.2,"anon-EST:Posey256,BcDNA:GH01560,Dmel\CG1545"
LOC32037,CG1537,uncharacterized protein,PROTEIN_CODING,1.0,NM_132450.2,FBgn0030260,Dmel_CG1537,X,NC_004354.4,11062027,11063170,minus,1.0,NP_572678.1,"BcDNA:GH02938,Dmel\CG1537"
LOC32038,CG15203,uncharacterized protein,PROTEIN_CODING,2.0,NM_001298176.1,FBgn0030261,Dmel_CG15203,X,NC_004354.4,11066552,11068379,plus,2.0,NP_001285105.1,"144845_at,DIGF-1,Dmel\CG15203"
LOC32039,sev,sevenless,PROTEIN_CODING,1.0,NM_078559.3,FBgn0003366,Dmel_CG18085,X,NC_004354.4,11071441,11086299,minus,1.0,NP_511114.2,"7LES,7less,CG18085,CT3980,Dmel\CG18085,DmHD-265,DROSEV,DROSEV1,HD-265,Sev,SEV,sev(AC)[[14]]"
LOC32040,Vago,vago,PROTEIN_CODING,2.0,NM_001298177.1,FBgn0030262,Dmel_CG2081,X,NC_004354.4,11089290,11090219,plus,2.0,NP_001285106.1,"BcDNA:RH70969,CG2081,DIGF-2,Dmel\CG2081,vago,VAGO"
LOC32041,CG2076,uncharacterized protein,PROTEIN_CODING,2.0,NM_001298178.1,FBgn0030263,Dmel_CG2076,X,NC_004354.4,11090210,11092098,plus,2.0,NP_001285107.1,Dmel\CG2076
LOC32042,CG2061,uncharacterized protein,PROTEIN_CODING,3.0,NM_001272508.1,FBgn0027498,Dmel_CG2061,X,NC_004354.4,11092492,11094947,plus,3.0,NP_001259437.1,"BcDNA:LD28247,Dmel\CG2061"
LOC32043,CG42249,uncharacterized protein,PROTEIN_CODING,3.0,NM_001272509.1,FBgn0259101,Dmel_CG42249,X,NC_004354.4,11096273,11108148,plus,3.0,NP_001259438.1,"CG11126,CG1961,Dmel\CG42249"
LOC32045,Hsp60A,Heat shock protein 60A,PROTEIN_CODING,2.0,NM_078560.3,FBgn0015245,Dmel_CG12101,X,NC_004354.4,11108482,11112308,plus,2.0,NP_511115.2,"12,BP5,CG12101,cpn60,Cpn60,d-hsp60,Dm10A,Dmel\CG12101,Dmhsp60,DmHsp60,G62,Hsp 60,hsp60,Hsp60,HSP60,hsp60A,HSP60A,Hsp64,IEF16,l(1)10Ac,l(1)BP5,l(1)dp025,l(1)G8,l(1)HM21,l(1)L12,Mmp-P1,SSP 7506"
LOC32046,CG11122,uncharacterized protein,PROTEIN_CODING,1.0,NM_132457.2,FBgn0030266,Dmel_CG11122,X,NC_004354.4,11112395,11124726,minus,1.0,NP_572685.2,Dmel\CG11122
LOC32047,Rpt3,Regulatory particle triple-A ATPase 3,PROTEIN_CODING,2.0,NM_001298179.1,FBgn0028686,Dmel_CG16916,X,NC_004354.4,11125101,11126785,plus,2.0,NP_001285108.1,"16916,CG16916,Dmel\CG16916,Dmp48A,Dm_Rpt3a,l(1)G0052,p48A,rpt3,S6,S6B,TBP7"
LOC32049,Klp10A,Kinesin-like protein at 10A,PROTEIN_CODING,6.0,NM_167267.2,FBgn0030268,Dmel_CG1453,X,NC_004354.4,11129362,11137118,minus,6.0,NP_727491.1,"anon-WO03040301.142,CG1453,DmCG1453,Dmel\CG1453,DmKlp10A,DmKLP10A,KIF 2A,Kif2A,KIF2A/B/C,klp10a,klp10A,KLP10a,KLP10A"
LOC32050,CDK2AP1,CDK2-associated protein 1,PROTEIN_CODING,2.0,NM_001272510.1,FBgn0030269,Dmel_CG18292,X,NC_004354.4,11137859,11139689,plus,2.0,NP_001259439.1,"anon-WO03040301.144,CG18292,Dmel\CG18292,DOC1"
LOC32051,CG15199,uncharacterized protein,PROTEIN_CODING,2.0,NM_132461.3,FBgn0030270,Dmel_CG15199,X,NC_004354.4,11140474,11141835,minus,2.0,NP_572689.1,"DIGF-3,Dmel\CG15199"
LOC32052,CG15202,uncharacterized protein,PROTEIN_CODING,2.0,NM_001258689.1,FBgn0030271,Dmel_CG15202,X,NC_004354.4,11142541,11143755,plus,2.0,NP_001245618.1,"BcDNA:GH13342,DIGF-4,Dmel\CG15202"
LOC32053,CG15201,uncharacterized protein,PROTEIN_CODING,1.0,NM_132463.3,FBgn0030272,Dmel_CG15201,X,NC_004354.4,11144120,11144809,plus,1.0,NP_572691.1,"BcDNA:RH06304,DIGF-5,Dmel\CG15201"
LOC32055,Lint-1,l(3)mbt interacting protein 1,PROTEIN_CODING,4.0,NM_001298184.1,FBgn0030274,Dmel_CG1908,X,NC_004354.4,11149323,11152592,plus,4.0,NP_001285113.1,"CG1908,dLint-1,Dmel\CG1908,Lint"
LOC32056,rtv,retroactive,PROTEIN_CODING,4.0,NM_001298185.1,FBgn0261277,Dmel_CG1397,X,NC_004354.4,11152484,11153990,minus,4.0,NP_001285114.1,"1,CG1397,Dmel\CG1397,l(1)10Ag,l(1)G13,l(1)L1,L1,Rtv"
LOC32057,Dlic,Dynein light intermediate chain,PROTEIN_CODING,3.0,NM_167274.2,FBgn0030276,Dmel_CG1938,X,NC_004354.4,11154421,11164670,plus,3.0,NP_727501.1,"CG1938,D-LIC,dlic,DLIC,dlic2,Dlic2,DLIC2,Dmel\CG1938,l(1)G0065,l(1)G0190"
LOC32058,Antdh,Antennal dehydrogenase,PROTEIN_CODING,1.0,NM_132467.3,FBgn0026268,Dmel_CG1386,X,NC_004354.4,11168030,11169058,minus,1.0,NP_572695.2,"antdh,AntDH,CG1386,Dmel\CG1386,FOHSDR"
LOC32059,CG1394,uncharacterized protein,PROTEIN_CODING,2.0,NM_001298186.1,FBgn0030277,Dmel_CG1394,X,NC_004354.4,11169811,11170678,minus,2.0,NP_001285115.1,"anon-WO0140519.177,BEST:GH24085,bs30g07.y1,Dmel\CG1394"
LOC32060,CG15200,uncharacterized protein,PROTEIN_CODING,1.0,NM_132469.2,FBgn0030278,Dmel_CG15200,X,NC_004354.4,11182931,11183476,plus,1.0,NP_572697.1,Dmel\CG15200
LOC32062,CG11106,uncharacterized protein,PROTEIN_CODING,2.0,NM_132470.3,FBgn0030280,Dmel_CG11106,X,NC_004354.4,11202248,11202806,plus,2.0,NP_572698.2,"BcDNA:AT24116,Dmel\CG11106"
LOC32063,CG44422,uncharacterized protein,PROTEIN_CODING,6.0,NM_132471.5,FBgn0265595,Dmel_CG44422,X,NC_004354.4,11219379,11302783,minus,6.0,NP_572699.2,"CG11105,CG12625,CG34144,CG42683,Dmel\CG44422,Dm_X:57642"
LOC32065,CG15198,uncharacterized protein,PROTEIN_CODING,1.0,NM_132473.2,FBgn0030283,Dmel_CG15198,X,NC_004354.4,11248236,11248885,plus,1.0,NP_572701.1,Dmel\CG15198
LOC32067,Ir10a,Ionotropic receptor 10a,PROTEIN_CODING,1.0,NM_001103479.1,FBgn0083979,Dmel_CG34143,X,NC_004354.4,11308533,11311208,minus,1.0,NP_001096949.1,"10a,CG12623,CG12624,CG34143,DmelIR10a,Dmel\CG34143,IR10a"
LOC32068,sisA,sisterless A,PROTEIN_CODING,1.0,NM_078561.3,FBgn0003411,Dmel_CG1641,X,NC_004354.4,11321579,11322357,minus,1.0,NP_511116.2,"CG1641,DM29,Dmel\CG1641,sis a,sis A,sis-a,sis-A,sisa"
LOC32069,l(1)10Bb,lethal (1) 10Bb,PROTEIN_CODING,1.0,NM_078562.3,FBgn0001491,Dmel_CG1639,X,NC_004354.4,11324294,11325308,minus,1.0,NP_511117.1,"10Ba,CG1639,Dmel\CG1639,L(1)10Bb,l(1)G0169,l(1)G14,l(1)GLM14"
LOC32070,Gapvd1,GTPase activating protein and VPS9 domains 1,PROTEIN_CODING,1.0,NM_132476.3,FBgn0030286,Dmel_CG1657,X,NC_004354.4,11325385,11334071,plus,1.0,NP_572704.1,"CG1657,Dmel\CG1657,FBpp0073304,GAPVD1"
LOC32071,Kap3,Kinesin associated protein 3,PROTEIN_CODING,5.0,NM_167278.3,FBgn0028421,Dmel_CG11759,X,NC_004354.4,11334187,11340084,minus,5.0,NP_727512.3,"CG11759,dKAP3,Dmel\CG11759,DmKap,DmKAP,Kap,KAP,kap3,KAP3"
LOC32072,CG34348,uncharacterized protein,PROTEIN_CODING,1.0,NM_001103484.3,FBgn0085377,Dmel_CG34348,X,NC_004354.4,11339873,11344734,plus,1.0,NP_001096954.1,"CG11757,CG15197,Dmel\CG34348"
LOC32073,GCS1,Glucosidase 1,PROTEIN_CODING,2.0,NM_132479.3,FBgn0030289,Dmel_CG1597,X,NC_004354.4,11344506,11348001,minus,2.0,NP_572707.4,"CG1597,Dmel\CG1597"
LOC32074,CG11756,uncharacterized protein,PROTEIN_CODING,1.0,NM_132480.2,FBgn0030290,Dmel_CG11756,X,NC_004354.4,11348120,11348865,plus,1.0,NP_572708.1,"BcDNA:AT06648,Dmel\CG11756"
LOC32075,CG1738,uncharacterized protein,PROTEIN_CODING,1.0,NM_132481.3,FBgn0030291,Dmel_CG1738,X,NC_004354.4,11349049,11349847,plus,1.0,NP_572709.1,"BcDNA:RE11532,Dmel\CG1738"
LOC32076,CG11752,uncharacterized protein,PROTEIN_CODING,1.0,NM_132482.3,FBgn0030292,Dmel_CG11752,X,NC_004354.4,11349998,11350474,plus,1.0,NP_572710.1,"anon-EST:Posey214,BcDNA:RH44935,Dmel\CG11752,dNDUFV3"
LOC32077,CG1737,uncharacterized protein,PROTEIN_CODING,3.0,NM_001298189.1,FBgn0030293,Dmel_CG1737,X,NC_004354.4,11350608,11355539,plus,3.0,NP_001285118.1,Dmel\CG1737
LOC32078,dsh,dishevelled,PROTEIN_CODING,1.0,NM_078563.3,FBgn0000499,Dmel_CG18361,X,NC_004354.4,11355881,11358724,plus,1.0,NP_511118.2,"CG1720,CG18361,Dm Dsh,Dmel\CG18361,Dsh,DSH,Dvl,DVL1-3,l(1)10Bd,l(1)dsh,l(1)G0267,l(1)G17"
LOC32079,Pa1,PTIP associated 1,PROTEIN_CODING,1.0,NM_132484.4,FBgn0287454,Dmel_CG11750,X,NC_004354.4,11359236,11360929,plus,1.0,NP_572712.1,"anon-10B,anon-10Ba,BcDNA:RE09126,BcDNA:RH21749,CG11750,Dmel\CG11750,dPA1,PA1"
LOC32080,hop,hopscotch,PROTEIN_CODING,1.0,NM_078564.3,FBgn0004864,Dmel_CG1594,X,NC_004354.4,11360930,11368098,minus,1.0,NP_511119.2,"4,CG1594,d-jak,Dm JAK,Dmel\CG1594,DmHD-160,HD-160,Hop,HOP,hop/JAK,Hop1,Hop2,Hpo,jak,Jak,JAK,l(1)10Be,l(1)G18,l(1)hop,l(1)L4,L4,msvl,Tum,Tum-1"
LOC32081,Tim8,Tim8,PROTEIN_CODING,2.0,NM_001298191.1,FBgn0027359,Dmel_CG1728,X,NC_004354.4,11368445,11369283,plus,2.0,NP_001285120.1,"BcDNA:SD06593,CG1728,Dmel\CG1728"
LOC32083,dlg1,discs large 1,PROTEIN_CODING,21.0,NM_001169247.1,FBgn0001624,Dmel_CG1725,X,NC_004354.4,11369665,11409776,plus,21.0,NP_001162718.1,"11,anon-EST:Posey93,anon-WO03040301.258,anon-WO03040301.260,anon-WO03040301.268,CG1725,CG1730,CPD,d. lg.-1,Discs Large,Discs-large,dlg,Dlg,DLG,dlg-1,dlg-A,Dlg-A,DLG-A,Dlg1,DLG1,dlgA,DlgA,dlgS97,DlgS97,Dmel\CG1725,Drodlg,l(1)10Bf,l(1)bwn,l(1)d.lg-1,l(1)d.lg.-1,l(1)discs large,l(1)dlg,l(1)dlg-1,l(1)dlg1,l(1)G0276,l(1)G0342,l(1)G0456,l(1)G19,l(1)l.pr.-2,l(1)L11,l(1)lpr-2,misb,PSD-95,PSD95,SAP97"
LOC32084,CG15196,uncharacterized protein,PROTEIN_CODING,2.0,NM_132487.2,FBgn0030296,Dmel_CG15196,X,NC_004354.4,11409947,11411667,plus,2.0,NP_572715.2,Dmel\CG15196
LOC32085,Gr10b,Gustatory receptor 10b,PROTEIN_CODING,1.0,NM_078566.4,FBgn0030297,Dmel_CG12622,X,NC_004354.4,11411783,11413190,minus,1.0,NP_511121.1,"CG12622,Dmel\CG12622,GR10b,Gr10B2"
LOC32086,Or10a,Odorant receptor 10a,PROTEIN_CODING,1.0,NM_078567.5,FBgn0030298,Dmel_CG17867,X,NC_004354.4,11413467,11417422,minus,1.0,NP_511122.1,"10a,10B.1,CG17867,Dmel\CG17867,DOR92,Gr10a,OR10a"
LOC32087,Gs2,Glutamine synthetase 2,PROTEIN_CODING,6.0,NM_001298192.1,FBgn0001145,Dmel_CG1743,X,NC_004354.4,11422832,11430197,plus,6.0,NP_001285121.1,"CG1743,Dmel\CG1743,DmGS2,gs-c,gs2,GS2,GsII"
LOC32088,Evi5,Ecotropic viral integration site 5,PROTEIN_CODING,5.0,NM_167285.4,FBgn0262740,Dmel_CG11727,X,NC_004354.4,11430523,11454386,minus,5.0,NP_727526.2,"BcDNA:GH08923,BcDNA:LD11130,CG11727,Dmel\CG11727,MRE21"
LOC32089,Sk1,Sphingosine kinase 1,PROTEIN_CODING,2.0,NM_132489.2,FBgn0030300,Dmel_CG1747,X,NC_004354.4,11442539,11446012,plus,2.0,NP_572717.1,"CG1747,Dmel\CG1747,SK1,Sphk1,SphK1"
LOC32090,HP5,Heterochromatin protein 5,PROTEIN_CODING,3.0,NM_132490.3,FBgn0030301,Dmel_CG1745,X,NC_004354.4,11454786,11459227,plus,3.0,NP_572718.2,"CG1745,Dmel\CG1745"
LOC32092,CG43155,uncharacterized protein,PROTEIN_CODING,1.0,NM_132492.3,FBgn0262685,Dmel_CG43155,X,NC_004354.4,11459786,11476504,plus,1.0,NP_572720.2,"anon-WO0109301.51,anon-WO0109301.52,anon-WO0109301.9,CG15194,CG1756,Dmel\CG43155"
LOC32093,Cyp4g15,Cytochrome P450 4g15,PROTEIN_CODING,2.0,NM_167287.2,FBgn0030304,Dmel_CG11715,X,NC_004354.4,11477058,11483233,plus,2.0,NP_727531.2,"152658_at,4g15,CG11715,cyp4g15,CYP4G15,Dmel\CG11715"
